hike_region,total_distance,elevation_gain,hike_difficulty,stars,hike_id,loop,out_and_back,point_to_point,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views
Uncompahgre National Forest,5.6,2475,3,5.0,hike1082,0,1,0,0,0,0,0,0,0,1,0,1
"Castle Rock, Colorado",2.9,355,2,3.5,hike1083,0,1,0,1,1,0,0,0,0,1,1,1
San Isabel National Forest,2.8,492,1,4.0,hike1084,0,1,0,1,1,0,0,0,0,0,0,1
Arapaho National Forest,5.9,2023,2,4.0,hike1085,0,1,0,0,1,0,0,0,1,1,0,1
Dinosaur National Monument,2.3,346,1,4.0,hike1086,0,1,0,0,1,0,0,0,0,1,1,1
Douglas County Fairgrounds,10.9,617,1,3.3,hike1087,0,1,0,1,1,0,0,1,0,1,1,1
Pike National Forest,9.1,2049,2,4.5,hike1088,0,1,0,1,0,1,1,0,0,1,1,1
Carolyn Holmberg Preserve,2.3,46,1,3.5,hike1089,1,0,0,1,1,0,0,0,1,1,1,1
White River National Forest,9.3,3393,3,5.0,hike1090,0,1,0,0,0,0,0,0,0,1,1,1
Roosevelt National Forest,15.2,4080,3,5.0,hike1091,0,1,0,0,0,0,0,0,0,1,1,1
"Idaho Springs, Colorado",4.8,777,2,2.5,hike1092,0,1,0,0,1,0,0,0,0,1,0,1
"Grant, Colorado",28.0,334,2,5.0,hike1093,0,1,0,0,0,0,0,0,0,1,0,1
Rocky Mountain National Park,15.8,3928,2,4.0,hike1094,0,1,0,0,0,1,0,1,1,0,0,1
"Buena Vista, Colorado",13.0,4400,2,5.0,hike1095,0,1,0,0,0,0,0,0,0,1,0,1
Uncompahgre National Forest,7.9,3078,3,4.7,hike1096,0,0,1,0,0,0,0,0,0,0,0,1
Pike National Forest,3.3,1137,2,4.5,hike1097,0,1,0,1,1,0,0,0,0,1,1,1
"Aurora, Colorado",4.1,174,1,3.5,hike1098,0,1,0,1,1,0,0,0,1,0,1,1
"Westcliffe, Colorado",4.0,1500,3,4.5,hike1099,0,1,0,1,0,0,1,1,1,0,0,1
Red Rocks Park,3.2,717,2,5.0,hike1100,1,0,0,1,0,0,0,0,0,0,1,1
White River National Forest,21.4,3950,3,4.0,hike1101,1,0,0,1,0,1,0,0,1,0,1,1
Heritage Park,1.7,54,1,3.0,hike1102,1,0,0,1,1,0,0,0,0,0,0,0
Great Sand Dunes National Preserve,3.5,2000,3,4.0,hike1103,0,0,1,0,0,0,0,0,1,0,0,1
"Granite, Colorado",7.6,3455,3,4.0,hike1104,0,1,0,0,0,0,0,0,1,0,0,1
"Estes Park, Colorado",16.5,2724,2,4.3,hike1105,0,1,0,0,0,0,0,0,0,0,0,0
White River National Forest,2.7,171,1,3.0,hike1106,0,1,0,1,1,0,0,0,0,0,0,0
Roosevelt National Forest,30.2,2300,3,4.3,hike1107,0,1,0,0,0,0,0,0,0,0,0,1
Grand Mesa National Forest,12.3,1255,1,4.3,hike1108,0,1,0,0,0,0,0,0,0,1,1,1
Rocky Mountain National Park,2.0,733,2,2.5,hike1109,0,1,0,0,0,0,0,0,0,1,1,1
"Boulder, Colorado",2.2,202,2,2.5,hike1110,0,1,0,1,1,0,0,1,0,1,0,1
Gunnison National Forest,6.0,1690,2,4.5,hike1111,0,1,0,0,0,0,0,0,1,0,0,0
"Cortez, Colorado",11.4,1102,2,4.5,hike1112,1,0,0,0,0,0,0,0,0,0,0,0
Grand Mesa National Forest,61.5,7044,1,3.7,hike1113,0,0,1,1,1,0,0,0,0,1,0,1
Pike National Forest,10.0,1600,2,4.5,hike1114,0,1,0,0,0,0,0,0,0,0,0,0
White River National Forest,3.6,915,2,3.5,hike1115,1,0,0,0,0,0,0,0,0,1,1,1
"Twin Lakes, Colorado",4.3,3921,3,4.8,hike1116,0,0,1,1,0,0,0,1,1,1,1,0
Dillon Reservoir Recreation Area,4.1,401,1,3.0,hike1117,1,0,0,1,1,0,0,1,1,1,1,1
"Breckenridge, Colorado",0.8,226,2,4.5,hike1118,0,1,0,0,0,0,0,0,0,0,0,0
White River National Forest,2.9,885,2,3.5,hike1119,0,1,0,0,0,0,0,0,0,0,0,1
"Aspen, Colorado",0.4,82,1,4.3,hike1120,1,0,0,0,1,0,0,1,0,1,0,1
Apex Open Space Park,12.2,2831,3,5.0,hike1121,1,0,0,1,0,0,0,0,0,1,1,1
San Juan National Forest,6.0,1214,2,3.7,hike1122,0,1,0,1,0,0,1,1,0,1,0,1
Roosevelt National Forest,4.3,596,1,5.0,hike1123,0,1,0,0,1,0,0,0,0,0,0,0
Ruth Roberts Preserve,11.0,958,2,3.7,hike1124,0,1,0,0,0,0,0,0,0,1,1,1
Maroon Bells Snowmass Wilderness,8.0,1454,2,3.3,hike1125,1,0,0,0,0,0,0,0,0,1,0,1
Arapaho National Forest,7.1,1565,1,4.0,hike1126,1,0,0,0,0,0,0,0,0,0,0,0
"Silver Plume, Colorado",4.9,935,1,4.0,hike1127,0,1,0,0,1,0,0,0,0,0,0,1
Boulder Mountain Park,2.6,760,1,5.0,hike1128,0,1,0,1,1,0,0,1,0,1,0,1
Main Park,2.3,27,1,4.3,hike1129,1,0,0,1,1,0,0,0,1,1,1,1
Pike National Forest,13.2,750,2,3.7,hike1130,0,1,0,0,0,0,0,0,0,0,0,0
Holy Cross Wilderness,6.3,3581,3,4.0,hike1131,0,1,0,1,0,0,0,0,1,0,0,0
"Steamboat Springs, Colorado",11.3,2056,2,5.0,hike1132,0,1,0,0,0,0,0,0,0,0,0,1
Cottonwood Hollow Natural Area,1.4,12,1,4.0,hike1133,1,0,0,0,1,0,0,1,0,1,1,1
Bear Creek Park,6.6,1688,3,4.3,hike1134,0,1,0,1,0,0,0,0,0,0,1,1
"Fruita, Colorado",8.0,1006,3,5.0,hike1135,1,0,0,0,0,0,0,0,0,1,1,1
Pike National Forest,8.5,1725,2,4.0,hike1136,1,0,0,0,0,0,0,0,0,1,1,1
San Juan National Forest,10.9,2017,3,5.0,hike1137,0,0,1,1,0,0,0,0,1,1,0,1
Black Canyon of the Gunnison National Park,0.3,52,2,4.5,hike1138,0,1,0,0,1,0,0,1,0,1,1,1
White River National Forest,3.4,784,2,3.5,hike1139,1,0,0,1,1,0,0,0,0,0,0,0
Boulder Mountain Park,1.3,362,1,3.0,hike1140,1,0,0,1,1,0,0,0,0,1,0,1
San Juan National Forest,6.1,1420,2,4.3,hike1141,0,1,0,1,1,1,0,0,0,1,1,0
Arapaho National Forest,8.7,3228,3,4.0,hike1142,0,1,0,0,0,0,0,0,0,0,0,1
Uncompahgre National Forest,1.8,1032,2,4.0,hike1143,0,0,1,1,0,0,0,0,0,1,1,1
Lory State Park,4.9,375,1,3.7,hike1144,1,0,0,0,1,0,0,0,0,1,0,1
Vermijo Park,6.9,317,1,3.5,hike1145,0,1,0,1,1,0,0,1,0,1,1,1
San Juan National Forest,8.1,1893,2,4.0,hike1146,1,0,0,0,0,0,0,0,1,1,1,0
White River National Forest,7.2,1310,3,4.0,hike1147,0,1,0,0,0,0,0,0,0,0,0,0
Quaker Acres Park,1.4,47,2,3.0,hike1148,1,0,0,0,1,0,0,0,1,1,0,1
White River National Forest,7.1,1846,1,5.0,hike1149,0,1,0,0,1,0,0,0,0,1,1,1
Uncompahgre Wilderness,7.9,3099,2,4.5,hike1150,0,1,0,1,0,1,0,0,1,1,1,1
Rio Grande National Forest,13.9,7724,3,3.0,hike1151,0,1,0,1,0,0,0,0,0,0,0,0
Arapaho National Forest,6.5,1932,2,2.5,hike1152,1,0,0,1,1,0,0,0,0,1,1,1
Gothic Natural Area,9.1,2423,2,4.0,hike1153,1,0,0,0,1,0,0,0,0,1,1,1
San Isabel National Forest,14.0,2800,3,4.8,hike1154,0,1,0,1,0,0,1,1,1,1,1,1
"Leadville, Colorado",7.1,1350,3,5.0,hike1155,1,0,0,0,0,0,0,0,0,0,0,0
Great Sand Dunes National Park,0.9,176,2,3.3,hike1156,0,1,0,0,1,0,0,0,0,1,1,1
Routt National Forest,10.1,1870,2,4.0,hike1157,0,1,0,0,0,0,0,0,0,0,0,0
Uncompahgre National Forest,3.2,1915,3,4.0,hike1158,1,0,0,1,0,0,1,0,0,1,1,1
Centennial Park,9.1,377,1,4.0,hike1159,0,1,0,1,0,0,0,1,0,0,0,0
San Isabel National Forest,8.8,4520,2,4.5,hike1160,1,0,0,0,0,0,0,0,0,1,1,1
San Isabel National Forest,10.0,1230,3,4.0,hike1161,0,1,0,0,0,0,0,0,1,1,0,0
Collegiate Peaks Wilderness,3.9,1172,2,5.0,hike1162,0,1,0,0,0,0,0,0,0,1,1,1
White River National Forest,2.9,1057,2,4.8,hike1163,0,0,1,0,0,0,0,0,0,0,0,0
"Durango, Colorado",10.8,1345,2,5.0,hike1164,1,0,0,0,0,0,0,0,0,0,0,0
Boulder VallEY Ranch,2.9,276,1,3.3,hike1165,1,0,0,1,1,0,0,0,0,1,0,0
Mc Phelemy Park,11.7,2074,1,4.0,hike1166,1,0,0,0,1,0,0,0,0,1,0,1
Arapaho National Forest,8.0,1645,2,4.0,hike1167,0,1,0,0,0,0,0,0,0,0,0,0
Chautauqua Park,1.5,461,2,3.7,hike1168,1,0,0,1,0,0,0,0,0,1,0,1
San Juan National Forest,14.5,4069,3,4.8,hike1169,0,1,0,1,0,1,0,0,1,1,1,1
"Denver, Colorado",0.4,7,2,3.3,hike1170,1,0,0,1,1,0,0,0,0,1,0,1
Uncompahgre National Forest,5.8,2373,2,3.0,hike1171,1,0,0,1,0,1,1,1,0,0,0,0
"Divide, Colorado",7.5,780,2,4.0,hike1172,0,1,0,1,0,0,0,0,0,1,1,1
White River National Forest,11.2,2420,1,4.0,hike1173,0,1,0,0,0,0,0,0,0,0,0,0
Roosevelt National Forest,5.7,596,2,3.0,hike1174,0,1,0,0,0,0,0,0,0,0,0,0
"Colorado Springs, Colorado",4.7,143,1,2.6,hike1175,0,1,0,0,1,0,0,0,1,1,1,0
"Castle Rock, Colorado",2.8,214,1,5.0,hike1176,1,0,0,1,1,0,0,1,0,1,1,1
Arapaho National Forest,3.4,900,3,3.8,hike1177,0,1,0,0,0,0,0,0,1,0,0,0
Collegiate Peaks Wilderness,11.1,3198,3,3.0,hike1178,0,1,0,0,0,0,0,0,1,1,0,1
Rio Grande National Forest,1.0,111,1,4.0,hike1179,1,0,0,1,1,1,1,1,0,0,1,1
White River National Forest,8.3,2809,3,4.0,hike1180,0,1,0,0,0,0,0,0,0,0,0,0
Pike National Forest,31.0,2280,3,4.0,hike1181,0,1,0,0,0,0,0,0,0,1,0,1
Uncompahgre National Forest,5.0,3500,3,5.0,hike1182,0,1,0,1,0,1,1,1,0,1,1,1
"Littleton, Colorado",15.4,856,1,2.0,hike1183,0,1,0,1,1,0,0,1,1,0,0,1
Rocky Mountain National Park,20.1,3844,3,4.0,hike1184,0,1,0,0,0,0,0,0,1,1,1,1
Gunnison National Forest,11.2,2410,3,4.0,hike1185,1,0,0,0,0,0,0,0,0,1,1,1
Arapaho National Forest,5.5,1357,2,4.0,hike1186,1,0,0,1,1,0,0,0,0,1,1,1
Routt National Forest,6.1,490,2,3.7,hike1187,0,1,0,0,0,0,0,1,1,0,0,0
"Durango, Colorado",10.1,1961,2,4.0,hike1188,1,0,0,0,0,0,0,0,0,0,0,0
Gunnison National Forest,2.2,135,1,4.0,hike1189,1,0,0,0,0,1,0,0,1,1,0,1
"Lake City, Colorado",9.3,3222,2,4.3,hike1190,0,1,0,1,0,1,1,1,0,1,1,1
"Whitewater, Colorado",4.3,396,1,4.0,hike1191,1,0,0,1,1,0,0,1,0,1,1,1
Pike National Forest,7.6,1430,1,3.0,hike1192,0,1,0,0,1,0,0,0,0,0,0,0
"Salida, Colorado",3.8,149,1,4.0,hike1193,0,1,0,1,1,0,0,0,0,0,0,1
White River National Forest,13.4,3681,2,5.0,hike1194,0,1,0,0,0,0,0,0,0,0,0,0
White River National Forest,9.6,2040,2,5.0,hike1195,0,0,1,1,0,0,0,1,0,1,0,0
"Buena Vista, Colorado",8.1,1781,3,5.0,hike1196,1,0,0,1,0,0,0,0,0,1,1,1
White River National Forest,6.5,1584,2,4.0,hike1197,0,1,0,0,0,0,0,0,0,0,0,1
Rio Grande National Forest,8.0,2000,3,4.3,hike1198,0,1,0,0,0,1,1,0,1,1,1,1
Colorado National Monument,5.1,624,1,5.0,hike1199,1,0,0,0,1,0,0,0,0,1,1,1
San Juan National Forest,0.9,200,1,4.7,hike1200,1,0,0,0,1,0,0,0,0,0,0,0
"Fraser, Colorado",20.4,2535,1,4.0,hike1201,1,0,0,0,0,0,0,0,0,0,0,0
Pike National Forest,11.0,3264,3,3.5,hike1202,1,0,0,0,0,1,0,0,0,0,0,1
"Granite, Colorado",11.0,4500,3,4.0,hike1203,0,1,0,1,0,1,0,1,0,1,1,1
Uncompahgre National Forest,5.7,714,2,3.7,hike1204,1,0,0,1,0,1,0,0,0,1,1,1
Gunnison National Forest,7.5,1920,2,4.5,hike1205,0,1,0,0,0,0,0,0,1,0,0,0
San Isabel National Forest,5.9,2523,3,4.0,hike1206,0,1,0,0,0,0,0,0,0,1,1,1
Boulder Mountain Park,1.0,434,1,2.5,hike1207,1,0,0,1,1,0,0,0,0,1,0,0
White River National Forest,2.5,646,2,4.0,hike1208,0,1,0,0,0,0,0,0,0,1,0,1
Gunnison National Forest,11.1,2922,3,4.0,hike1209,0,1,0,1,0,0,0,0,0,1,0,1
Arapaho National Forest,4.3,1481,3,4.0,hike1210,0,1,0,0,0,0,0,0,0,0,0,0
San Juan National Forest,9.0,1560,3,4.0,hike1211,0,1,0,0,0,0,0,0,1,0,0,0
Sopris Park,12.1,2241,2,4.0,hike1212,0,1,0,0,0,0,0,0,0,1,0,1
Arapaho National Forest,3.9,540,2,4.0,hike1213,0,1,0,0,1,0,0,0,0,1,0,1
Mesa Verde National Park,2.0,182,2,4.5,hike1214,0,1,0,0,0,0,0,0,0,0,0,0
"Howard, Colorado",9.2,1138,2,4.0,hike1215,1,0,0,1,0,0,0,0,0,1,1,1
Arapaho National Forest,3.5,1262,2,3.5,hike1216,0,1,0,0,1,0,0,0,0,1,1,1
Rocky Mountain National Park,4.4,417,1,4.5,hike1217,0,1,0,0,1,0,0,1,0,0,1,0
Little Book Cliffs Wilderness Study Area,11.6,1059,1,2.8,hike1218,0,1,0,0,0,0,0,0,0,1,1,1
Uncompahgre Wilderness,14.7,3110,3,4.3,hike1219,0,1,0,0,0,0,0,0,0,1,0,1
Pike National Forest,19.6,2867,2,3.0,hike1220,1,0,0,1,1,1,0,0,0,1,1,1
White River National Forest,7.0,2610,3,3.5,hike1221,0,1,0,0,0,0,0,1,0,1,0,1
Black Canyon of the Gunnison National Park,0.0,7,2,4.0,hike1222,0,1,0,0,0,0,0,0,0,0,0,1
"Longmont, Colorado",12.3,202,1,5.0,hike1223,0,1,0,0,1,0,0,0,0,1,0,1
White River National Forest,28.4,5074,2,3.0,hike1224,0,1,0,0,0,0,0,1,0,1,1,1
San Juan National Forest,4.6,2000,3,5.0,hike1225,0,1,0,1,0,1,1,1,1,1,1,1
Sangre de Cristo Wilderness,16.9,6632,3,5.0,hike1226,0,1,0,0,0,0,0,0,0,0,0,1
San Isabel National Forest,5.2,1886,3,4.5,hike1227,0,1,0,0,0,0,0,0,0,0,0,0
Uncompahgre National Forest,7.9,3965,3,4.0,hike1228,0,1,0,1,0,0,0,0,1,1,1,1
Pike National Forest,4.6,1316,2,4.0,hike1229,0,1,0,0,0,0,0,0,0,0,0,0
"Boulder, Colorado",1.5,21,1,4.0,hike1230,1,0,0,1,1,0,0,0,0,0,0,0
Arapaho National Forest,8.8,1832,2,1.0,hike1231,0,1,0,0,0,0,0,0,0,1,0,1
Roosevelt National Forest,1.3,112,2,3.5,hike1232,0,1,0,0,1,0,0,0,0,1,0,1
"Westcliffe, Colorado",10.0,2400,2,4.0,hike1233,0,1,0,0,0,0,0,0,0,0,0,0
Rio Grande National Forest,12.0,3000,3,4.0,hike1234,0,1,0,0,0,0,0,0,0,0,0,0
Flat Tops Wilderness,47.9,10506,3,5.0,hike1235,0,1,0,0,0,0,0,0,1,0,0,0
Rio Grande National Forest,7.1,2770,3,4.0,hike1236,1,0,0,1,0,0,0,0,0,0,0,0
"Longmont, Colorado",1.6,32,1,3.0,hike1237,1,0,0,0,1,0,0,0,0,1,1,1
Comanche National Grassland,17.1,1019,3,5.0,hike1238,0,1,0,1,0,1,0,1,0,1,0,1
Cherry Knolls Park,3.1,162,1,5.0,hike1239,0,1,0,1,1,0,0,0,0,0,0,0
"Frisco, Colorado",6.5,3716,3,5.0,hike1240,0,1,0,1,0,0,0,0,0,1,0,1
Gunnison National Forest,7.8,2258,2,4.8,hike1241,0,1,0,0,0,0,0,0,0,1,1,1
San Juan National Forest,7.5,2033,3,5.0,hike1242,1,0,0,1,0,0,0,0,0,1,1,1
Rio Grande National Forest,18.4,6659,3,5.0,hike1243,0,1,0,1,0,0,0,1,1,1,0,1
White River National Forest,15.8,100,2,4.0,hike1244,1,0,0,0,0,0,0,0,1,0,0,0
Routt National Forest,9.6,4039,2,5.0,hike1245,1,0,0,0,0,0,0,0,0,1,1,1
Uncompahgre National Forest,9.3,3756,3,4.5,hike1246,0,1,0,1,0,1,0,0,0,1,1,1
Uncompahgre National Forest,15.5,3473,3,3.0,hike1247,0,0,1,1,0,0,0,1,1,1,1,1
Maroon Bells Snowmass Wilderness,11.5,6009,3,4.0,hike1248,0,1,0,0,0,0,0,0,0,1,1,1
Colorado National Monument,5.0,677,1,4.3,hike1249,1,0,0,1,1,0,0,0,0,1,1,1
Pike National Forest,1.0,113,1,5.0,hike1250,1,0,0,1,1,0,0,0,0,0,0,0
Eagles Nest Wilderness,3.4,827,2,4.5,hike1251,0,1,0,1,0,0,0,0,1,1,1,1
Philip S. Miller Park,3.3,468,2,3.5,hike1252,1,0,0,1,1,0,0,0,0,1,1,1
San Juan National Forest,2.6,706,2,4.7,hike1253,0,1,0,0,1,0,0,0,0,1,1,1
"Boulder, Colorado",1.5,44,1,4.0,hike1254,1,0,0,1,1,0,0,0,1,0,0,1
Santa Rita Park,5.6,1078,3,4.0,hike1255,1,0,0,0,0,0,0,0,0,0,0,0
Arapaho National Forest,3.5,1194,2,1.0,hike1256,0,1,0,0,0,0,0,0,0,0,0,0
Uncompahgre National Forest,1.7,335,2,4.0,hike1257,0,1,0,1,0,0,0,0,0,1,1,1
"Fruita, Colorado",8.1,1190,3,5.0,hike1258,1,0,0,0,0,0,0,0,0,0,0,0
"Durango, Colorado",9.1,1244,2,5.0,hike1259,1,0,0,0,0,0,0,0,0,1,1,1
Black Ridge Canyons Wilderness,6.7,1006,2,3.3,hike1260,1,0,0,0,0,0,0,0,0,1,1,1
Eagles Nest Wilderness,4.7,1203,2,2.5,hike1261,0,1,0,0,1,0,0,0,0,1,0,1
Prospect Park,1.3,28,1,3.0,hike1262,1,0,0,1,1,0,0,0,0,0,0,0
White River National Forest,0.5,74,1,3.3,hike1263,1,0,0,0,1,0,0,1,0,1,0,0
Trinidad Lake State Park,5.0,1280,2,4.0,hike1264,1,0,0,1,1,1,0,0,1,0,1,1
Grand Mesa National Forest,16.5,4493,3,3.0,hike1265,0,1,0,1,0,0,0,1,1,0,1,0
Comanche Peak Wilderness,13.0,2185,2,4.0,hike1266,0,1,0,0,0,0,0,0,0,0,0,1
Lake Arbor Park,1.2,33,2,3.5,hike1267,1,0,0,1,1,0,0,0,1,1,0,1
Gunnison National Forest,18.3,2805,3,4.0,hike1268,1,0,0,1,0,0,0,0,0,1,1,0
Arapaho National Forest,2.1,886,2,4.0,hike1269,0,1,0,0,0,0,0,0,0,0,0,0
Great Sand Dunes National Park,25.3,3813,2,4.0,hike1270,0,1,0,1,0,1,0,1,1,1,1,1
Comanche National Grassland,1.1,79,2,4.0,hike1271,0,1,0,1,0,1,0,1,0,1,0,1
Rocky Mountain National Park,2.2,1073,3,3.7,hike1272,0,1,0,0,0,0,0,1,0,0,1,1
Mesa Verde National Park,7.3,1169,2,4.7,hike1273,1,0,0,0,0,0,0,0,0,1,1,1
Arapaho National Forest,24.8,7169,2,4.5,hike1274,1,0,0,1,0,0,0,0,0,1,1,1
Black Ridge Canyons Wilderness,21.0,1516,2,5.0,hike1275,1,0,0,0,0,0,0,0,0,1,0,1
Uncompahgre Wilderness,7.9,2606,3,3.0,hike1276,0,1,0,1,0,0,0,0,0,1,1,1
Roosevelt National Forest,8.2,3089,3,4.0,hike1277,0,1,0,0,0,0,0,0,0,1,1,1
Arapaho National Forest,24.0,40,1,3.0,hike1278,0,1,0,0,0,0,0,0,0,0,0,0
Rocky Mountain National Park,12.6,3345,3,4.0,hike1279,1,0,0,0,0,0,1,1,1,0,0,0
"Loveland, Colorado",2.4,78,2,3.0,hike1280,1,0,0,0,1,0,0,0,1,1,1,1
"Arvada, Colorado",1.3,158,2,2.0,hike1281,1,0,0,1,0,0,0,0,0,0,0,0
Atapaho National Forest,12.0,3109,2,4.0,hike1282,1,0,0,1,0,0,0,0,0,1,1,1
White River National Forest,14.0,2863,2,3.0,hike1283,0,1,0,0,0,0,0,0,0,0,0,0
Uncompahgre National Forest,29.4,4972,2,4.0,hike1284,0,1,0,1,0,0,1,1,0,1,1,1
Rocky Mountain National Park,0.1,0,1,2.3,hike1285,0,1,0,0,1,0,0,1,0,1,1,1
Manitou Springs Open Space,6.2,2057,2,4.5,hike1286,0,1,0,1,0,0,0,0,0,0,0,1
Rio Grande National Forest,9.0,2029,2,4.0,hike1287,0,1,0,0,0,0,0,1,0,0,1,1
Routt National Forest,11.2,991,1,4.3,hike1288,0,1,0,0,1,0,0,0,0,1,1,1
Cheyenne Mountain State Park,4.2,575,2,5.0,hike1289,1,0,0,0,1,1,0,0,0,1,1,1
Pike National Forest,0.7,295,2,3.5,hike1290,0,1,0,0,1,0,0,0,0,1,1,1
Pike National Forest,18.0,1000,1,4.0,hike1291,0,1,0,0,0,0,0,0,0,0,0,0
"Estes Park, Colorado",5.0,297,1,3.0,hike1292,1,0,0,1,1,0,0,1,1,1,1,0
"Broomfield, Colorado",1.2,52,1,4.0,hike1293,1,0,0,1,1,0,0,0,1,0,0,0
Colorado National Monument,19.9,3985,3,5.0,hike1294,1,0,0,0,0,0,0,0,0,1,1,1
Roosevelt National Forest,24.0,5190,3,5.0,hike1295,0,1,0,0,0,0,0,1,1,1,1,1
Pike National Forest,3.5,653,2,4.5,hike1296,1,0,0,1,0,0,0,0,0,0,0,0
McInnis Canyons National Conservation Area,27.6,2805,3,4.3,hike1297,0,0,1,0,0,0,0,0,0,1,1,1
Roosevelt National Forest,10.6,1630,2,1.0,hike1298,1,0,0,0,0,0,0,0,0,1,0,1
South San Juan Wilderness,4.8,1338,2,4.0,hike1299,0,1,0,1,1,0,0,0,0,1,1,1
Gunnison National Forest,3.5,1104,1,3.0,hike1300,0,1,0,1,1,0,0,0,0,0,0,0
Gunnison National Forest,5.0,499,1,4.0,hike1301,0,1,0,0,1,0,0,0,0,1,0,1
San Juan National Forest,13.8,2878,2,4.0,hike1302,0,1,0,0,0,0,0,0,1,1,1,1
Rio Grande National Forest,2.0,200,3,3.0,hike1303,0,1,0,0,0,0,0,0,1,0,0,0
Rocky Mountain National Park,5.2,876,2,4.0,hike1304,0,1,0,0,0,0,0,0,0,0,0,0
Boulder VallEY Ranch,4.2,317,1,3.5,hike1305,0,1,0,0,1,0,0,0,0,1,0,0
"Rye, Colorado",4.1,1181,2,3.7,hike1306,0,1,0,0,0,0,0,0,0,0,0,0
San Juan National Forest,7.2,1967,2,4.0,hike1307,0,1,0,1,1,0,1,0,1,1,1,1
Roosevelt National Forest,29.8,5675,3,3.0,hike1308,0,1,0,0,0,0,0,0,0,1,1,1
Gunnison National Forest,4.0,4042,2,5.0,hike1309,0,0,1,1,0,0,0,0,0,0,0,0
"Cotopaxi, Colorado",4.0,650,1,2.3,hike1310,0,1,0,1,1,0,0,1,0,1,1,0
White River National Forest,11.8,3270,3,4.7,hike1311,0,1,0,0,0,0,0,0,0,0,0,1
"Boulder, Colorado",1.8,104,1,5.0,hike1312,1,0,0,1,1,0,0,0,1,1,1,0
Pike National Forest,7.6,1586,2,3.5,hike1313,0,1,0,1,0,0,0,0,0,1,1,1
"Colorado Springs, Colorado",3.9,399,2,1.0,hike1314,1,0,0,0,0,0,0,0,0,0,0,0
Great Sand Dunes National Park,1.0,185,1,3.5,hike1315,0,1,0,0,1,0,0,0,0,1,1,1
Comanche National Grassland,5.7,404,1,4.0,hike1316,0,1,0,1,1,1,0,0,0,1,1,1
Routt National Forest,4.0,686,2,4.3,hike1317,1,0,0,0,0,0,0,0,0,0,0,0
Rocky Mountain National Park,4.2,636,2,4.0,hike1318,0,1,0,0,0,0,0,1,0,1,1,0
White River National Forest,19.7,2120,2,5.0,hike1319,0,1,0,0,0,0,0,0,0,1,1,1
Mueller State Park,2.7,432,1,4.0,hike1320,1,0,0,0,1,0,0,0,0,1,1,1
"Westcliffe, Colorado",15.9,1575,2,4.0,hike1321,1,0,0,0,0,0,0,1,1,0,0,1
San Juan National Forest,19.5,4730,3,5.0,hike1322,1,0,0,0,0,0,0,0,0,0,0,0
McInnis Canyons National Conservation Area,5.9,1019,1,4.5,hike1323,1,0,0,1,1,0,0,0,0,1,1,1
Uncompahgre National Forest,12.2,4005,3,4.5,hike1324,0,1,0,1,0,0,1,1,0,1,1,1
Echo Lake Park,5.8,856,2,4.7,hike1325,0,1,0,0,0,0,0,0,0,0,0,0
Routt National Forest,4.2,2627,2,5.0,hike1326,0,1,0,0,0,0,0,0,0,0,0,0
"Breckenridge, Colorado",6.7,2478,3,5.0,hike1327,1,0,0,0,0,0,0,0,0,1,1,1
Tennyson Knolls Park,1.3,45,1,2.5,hike1328,1,0,0,1,1,0,0,0,1,1,0,1
"Louisville, Colorado",14.0,1071,2,2.7,hike1329,1,0,0,1,0,0,0,0,0,1,1,1
Alderfer / Three Sisters Park,4.4,826,2,4.0,hike1330,0,1,0,1,1,0,0,0,0,0,0,1
Grand Mesa National Forest,10.4,1490,2,4.5,hike1331,1,0,0,1,0,0,0,0,1,1,1,1
Gunnison National Forest,6.0,1502,3,4.0,hike1332,0,1,0,1,0,0,0,0,1,0,0,0
San Juan National Forest,8.1,2312,3,5.0,hike1333,1,0,0,0,0,0,0,0,1,1,1,1
Castle Rock Ballfield,1.4,324,1,5.0,hike1334,1,0,0,0,1,0,0,0,0,1,1,1
Rocky Mountain National Park,11.5,2369,2,5.0,hike1335,0,1,0,0,0,0,0,1,0,1,1,1
Mesa Verde National Park,0.9,84,1,4.0,hike1336,1,0,0,0,1,0,0,0,0,0,0,1
Lory State Park,5.8,1368,2,4.0,hike1337,0,1,0,1,0,0,0,1,0,1,1,1
"Steamboat Springs, Colorado",4.4,203,2,2.0,hike1338,1,0,0,0,0,0,0,0,0,0,0,0
"Granite, Colorado",3.9,305,1,5.0,hike1339,0,1,0,0,1,0,0,1,0,1,0,1
"Moffat, Colorado",12.0,3400,2,4.0,hike1340,0,1,0,0,0,0,0,0,0,0,0,0
"Black Hawk, Colorado",7.8,2187,2,4.0,hike1341,0,0,1,1,1,0,0,0,0,1,1,1
Comanche Peak Wilderness,12.7,2283,1,3.0,hike1342,0,1,0,1,1,0,0,1,0,1,0,1
Rio Grande National Forest,20.0,4391,2,5.0,hike1343,1,0,0,0,0,0,0,0,0,0,0,0
Sangre de Cristo Wilderness,21.6,2358,1,4.5,hike1344,0,1,0,0,0,0,0,0,0,1,1,1
Uncompahgre National Forest,3.8,3222,3,4.0,hike1345,0,1,0,1,0,0,1,1,1,1,1,1
Eagles Nest Wilderness,6.3,1376,2,4.0,hike1346,0,1,0,1,0,0,0,0,1,0,0,0
